2017-07 20
2017-08 57
2017-09 52
2017-10 8
2017-11 43
2017-12 67
2018-01 39
2018-02 29
2018-03 39
2018-04 67
2018-05 62
2018-06 42
2018-07 72
2018-08 135
2018-09 155
2018-10 102
2018-11 64
2018-12 61
2019-01 141
2019-02 158
2019-03 110
2019-04 120
2019-05 112
2019-06 41
2019-07 111
2019-08 82
2019-09 100
2019-10 116
2019-11 113
2019-12 79
2020-01 81
2020-02 133
2020-03 227
2020-04 264
2020-05 19
