1500624130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500819411 22461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500819786 22489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500820316 22490 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500820775 22527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500829669 23282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500830017 23570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500830802 24501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500831591 24501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500832779 24853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500832977 24929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500853340 27169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1500987099 27525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501075509 27525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501146835 27525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501257377 27527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501372082 28013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501372204 28246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501545205 28293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501550806 28363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501555440 28394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1501667936 28394 0 0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 0 0 0
1501687284 28394 0 0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 79 0 0
1501708656 28394 0 0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 144 0 0
1501709567 28394 3162 0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 313 0 0
1502397663 28394 3509 0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 313 0 0
